ID,Name,Description,Organization,Organization_Type,Address,City,Postcode,Region,Phone,Email,Categories,Keywords,Min_Age,Max_Age,Youth_Specific,Indigenous_Specific,Data_Source,Status
893bbb7c-f5f9-411a-9544-8ed28e3bd74a,"Cairns Student Support","Education support services for young people including alternative education pathways, vocational training, literacy and numeracy support, school re-engagement programs, and career guidance.","",,"15 Lake Street, Cairns QLD 4870",Cairns,4870,cairns,(07) 4222 6333,youth.support@queenslanddepartmentofeducation.qld.gov.au,"education_support, training, career_guidance","education, training, school, career, learning, skills",15,25,true,false,education_support_mega,active
b65e019b-3e10-47d7-b8a4-ee3d03963a0f,"Brisbane Youth Pathways","Education support services for young people including alternative education pathways, vocational training, literacy and numeracy support, school re-engagement programs, and career guidance.","",,"140 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3244 8888,youth.support@tafequeensland.qld.gov.au,"education_support, training, career_guidance","education, training, school, career, learning, skills",15,25,true,false,education_support_mega,active
e50cf3e7-372c-4a60-a022-641627a01721,"Gold Coast Youth Training","Education support services for young people including alternative education pathways, vocational training, literacy and numeracy support, school re-engagement programs, and career guidance.","",,"132 Nerang Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5581 8888,youth.support@tafequeensland.qld.gov.au,"education_support, training, career_guidance","education, training, school, career, learning, skills",15,25,true,false,education_support_mega,active
a3a2690a-68be-4f90-ab23-e5330ff2a588,"Sunshine Coast Skills Centre","Education support services for young people including alternative education pathways, vocational training, literacy and numeracy support, school re-engagement programs, and career guidance.","",,"12 Wises Road, Maroochydore QLD 4558",Queensland,4558,sunshine_coast,(07) 5459 8888,youth.support@tafequeensland.qld.gov.au,"education_support, training, career_guidance","education, training, school, career, learning, skills",15,25,true,false,education_support_mega,active
c80e8404-5d7f-40fa-b165-be2f4c9ec0e2,"Townsville Training Hub","Education support services for young people including alternative education pathways, vocational training, literacy and numeracy support, school re-engagement programs, and career guidance.","",,"350 Boundary Street, Townsville QLD 4810",Townsville,4810,townsville,(07) 4725 8888,youth.support@tafequeensland.qld.gov.au,"education_support, training, career_guidance","education, training, school, career, learning, skills",15,25,true,false,education_support_mega,active
3aa7e5ec-1816-4900-9af3-416ea41319d5,"Cairns Learning Centre","Education support services for young people including alternative education pathways, vocational training, literacy and numeracy support, school re-engagement programs, and career guidance.","",,"1 McLeod Street, Cairns QLD 4870",Cairns,4870,cairns,(07) 4042 8888,youth.support@tafequeensland.qld.gov.au,"education_support, training, career_guidance","education, training, school, career, learning, skills",15,25,true,false,education_support_mega,active
9495a474-15ac-4f01-a71a-aaa44bee3945,"Brisbane Indigenous Youth Hub","Culturally appropriate support services for Aboriginal and Torres Strait Islander young people including cultural programs, mentoring, education support, family services, and connection to country act","",,"393 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3025 3800,youth@aboriginalandtorresstraitislandercorporationforyouth.org.au,"cultural_support, indigenous_services, mentoring, family_support","aboriginal, torres strait islander, indigenous, cultural, mentoring, family",12,25,true,true,indigenous_services_mega,active
92ac42b4-a2ec-4bf1-a0cc-dc422e3a9ca7,"Logan Indigenous Community Centre","Culturally appropriate support services for Aboriginal and Torres Strait Islander young people including cultural programs, mentoring, education support, family services, and connection to country act","",,"38 Wembley Road, Logan Central QLD 4114",Logan,4114,logan,(07) 3299 4500,youth@aboriginalandtorresstraitislandercorporationforyouth.org.au,"cultural_support, indigenous_services, mentoring, family_support","aboriginal, torres strait islander, indigenous, cultural, mentoring, family",12,25,true,true,indigenous_services_mega,active
c6abd4ae-095b-457f-92f5-b58b98e1841d,"Gold Coast Aboriginal Youth Services","Culturally appropriate support services for Aboriginal and Torres Strait Islander young people including cultural programs, mentoring, education support, family services, and connection to country act","",,"32 Beryl Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5591 4200,youth@aboriginalandtorresstraitislandercorporationforyouth.org.au,"cultural_support, indigenous_services, mentoring, family_support","aboriginal, torres strait islander, indigenous, cultural, mentoring, family",12,25,true,true,indigenous_services_mega,active
f00c9f7a-a575-4b5a-888b-236a9389af68,"Cairns Torres Strait Islander Corporation","Culturally appropriate support services for Aboriginal and Torres Strait Islander young people including cultural programs, mentoring, education support, family services, and connection to country act","",,"142 Abbott Street, Cairns QLD 4870",Cairns,4870,cairns,(07) 4031 8800,youth@aboriginalandtorresstraitislandercorporationforyouth.org.au,"cultural_support, indigenous_services, mentoring, family_support","aboriginal, torres strait islander, indigenous, cultural, mentoring, family",12,25,true,true,indigenous_services_mega,active
da67fbe2-c0aa-4b29-8fd6-66776f04e845,"Townsville Aboriginal Youth Centre","Culturally appropriate support services for Aboriginal and Torres Strait Islander young people including cultural programs, mentoring, education support, family services, and connection to country act","",,"67 Denham Street, Townsville QLD 4810",Townsville,4810,townsville,(07) 4721 5500,youth@aboriginalandtorresstraitislandercorporationforyouth.org.au,"cultural_support, indigenous_services, mentoring, family_support","aboriginal, torres strait islander, indigenous, cultural, mentoring, family",12,25,true,true,indigenous_services_mega,active
30bebaa2-3fa9-48c1-b678-4f67472a06ac,"Mount Isa Indigenous Services","Culturally appropriate support services for Aboriginal and Torres Strait Islander young people including cultural programs, mentoring, education support, family services, and connection to country act","",,"19 Simpson Street, Mount Isa QLD 4825",Mount Isa,4825,mount_isa,(07) 4743 5200,youth@aboriginalandtorresstraitislandercorporationforyouth.org.au,"cultural_support, indigenous_services, mentoring, family_support","aboriginal, torres strait islander, indigenous, cultural, mentoring, family",12,25,true,true,indigenous_services_mega,active
f4f8bfbe-d342-463e-91ee-c7320ca0aa52,"Brisbane Murri Youth Services","Culturally appropriate support services for Aboriginal and Torres Strait Islander young people including cultural programs, mentoring, education support, family services, and connection to country act","",,"25 Elizabeth Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3253 8500,youth@murriyouthnetworkqueensland.org.au,"cultural_support, indigenous_services, mentoring, family_support","aboriginal, torres strait islander, indigenous, cultural, mentoring, family",12,25,true,true,indigenous_services_mega,active
336c164c-de51-44e4-b1d1-cfa90e5476fc,"Ipswich Aboriginal Youth Hub","Culturally appropriate support services for Aboriginal and Torres Strait Islander young people including cultural programs, mentoring, education support, family services, and connection to country act","",,"8 Roderick Street, Ipswich QLD 4305",Ipswich,4305,ipswich,(07) 3282 7700,youth@murriyouthnetworkqueensland.org.au,"cultural_support, indigenous_services, mentoring, family_support","aboriginal, torres strait islander, indigenous, cultural, mentoring, family",12,25,true,true,indigenous_services_mega,active
cf23aca5-eaf2-454d-9a96-b270856a56b7,"Toowoomba Indigenous Youth Centre","Culturally appropriate support services for Aboriginal and Torres Strait Islander young people including cultural programs, mentoring, education support, family services, and connection to country act","",,"154 Hume Street, Toowoomba QLD 4350",Toowoomba,4350,toowoomba,(07) 4634 9900,youth@murriyouthnetworkqueensland.org.au,"cultural_support, indigenous_services, mentoring, family_support","aboriginal, torres strait islander, indigenous, cultural, mentoring, family",12,25,true,true,indigenous_services_mega,active
